,attendee_id,country,attend_as,field
1820,A01872,United States of America,General,16
1821,A01873,Taiwan,General,13
1822,A01874,Netherlands,Student,7
1823,A01875,Uruguay,General,16
1824,A01876,Finland,Student,
1825,A01877,Belgium,Student,1
1826,A01878,Germany,General,18
1827,A01879,Canada,Student,16
1828,A01880,United States of America,General,7
1829,A01881,Taiwan,General,
1830,A01882,UK,Student,14
1831,A01883,United States of America,General,7
1832,A01884,Spain,General,3
1833,A01885,United States of America,General,14
1834,A01886,France,Student,18
1835,A01887,United States of America,General,18
1836,A01888,United States of America,General,15
1837,A01889,United States of America,General,13
1838,A01890,United States of America,General,15
1839,A01891,United States of America,General,7
1840,A01892,United States of America,Student,
1841,A01893,United States of America,General,16
1842,A01894,Germany,Student,15
1843,A01895,United States of America,General,20
1844,A01896,Japan,General,16
1845,A01897,Peru,General,11
1846,A01898,Spain,General,13
1847,A01899,United States of America,General,11
1848,A01900,United States of America,General,20
1849,A01901,Mexico,Student,5
1850,A01902,Canada,General,16
1851,A01903,Canada,General,14
1852,A01904,Italy,General,3
1853,A01905,Netherlands,Student,11
1854,A01906,United States of America,General,10
1855,A01907,United States of America,General,15
1856,A01908,United States of America,General,18
1857,A01909,Canada,Student,14
1858,A01910,United States of America,Student,17
1859,A01911,United States of America,General,12
1860,A01912,United States of America,Student,10
1861,A01913,Japan,General,8
1862,A01914,United States of America,General,14
1863,A01915,Taiwan,Student,18
1864,A01916,United States of America,General,14
1865,A01917,United States of America,General,1
1866,A01918,United States of America,Student,10
1867,A01919,United States of America,General,4
1868,A01920,Poland,General,20
1869,A01921,United States of America,General,8
1870,A01922,United States of America,General,8
1871,A01923,United States of America,Student,15
1872,A01924,United States of America,General,7
1873,A01925,Canada,General,3
1874,A01926,Australia,General,14
1875,A01927,United States of America,Student,17
1876,A01928,United States of America,Student,7
1877,A01929,United States of America,Student,16
1878,A01930,United States of America,General,14
1879,A01931,United States of America,General,20
1880,A01932,United States of America,Student,13
1881,A01933,United States of America,Student,17
1882,A01935,Russia,General,18
1883,A01936,United States of America,General,18
1884,A01937,Japan,Student,8
1885,A01938,New Zealand,General,3
1886,A01939,Germany,General,
1887,A01940,United States of America,General,11
1888,A01941,Japan,General,
1889,A01942,Japan,General,2
1890,A01943,United States of America,General,3
1891,A01944,Brazil,General,14
1892,A01945,France,General,17
1893,A01946,Korea,General,15
1894,A01947,United States of America,Student,8
1895,A01948,Taiwan,General,13
1896,A01949,Australia,General,7
1897,A01950,Japan,General,2
1898,A01951,Taiwan,Student,11
1899,A01952,Japan,Student,11
1900,A01953,Thailand,General,5
1901,A01954,United States of America,Student,5
1902,A01955,Korea,General,17
1903,A01956,United States of America,General,4
1904,A01957,Japan,Student,17
1905,A01958,India,Developing country (*上記注釈をご参照ください),16
1906,A01959,Japan,General,8
1907,A01960,China,General,15
1908,A01961,Japan,General,18
1909,A01962,Taiwan,General,20
1910,A01963,Japan,General,5
1911,A01964,China,General,16
1912,A01965,United States of America,General,
1913,A01966,Taiwan,Student,2
1914,A01967,Japan,General,10
1915,A01968,Japan,Student,10
1916,A01969,Japan,General,11
1917,A01970,Japan,General,16
1918,A01971,China,General,14
1919,A01972,Japan,General,9
1920,A01973,China,General,20
1921,A01974,Thailand,Student,3
1922,A01975,Japan,Student,7
1923,A01976,Thailand,General,13
1924,A01977,United States of America,General,18
1925,A01978,Thailand,General,13
1926,A01979,Japan,Student,6
1927,A01980,United States of America,Student,13
1928,A01981,Australia,Student,7
1929,A01982,Japan,General,10
1930,A01983,Japan,Student,7
1931,A01984,China,General,15
1932,A01986,Japan,General,5
1933,A01987,Japan,General,5
1934,A01988,Indonesia,General,3
1935,A01989,Korea,General,11
1936,A01990,Japan,General,11
1937,A01991,China,Student,18
1938,A01992,India,Developing country (*上記注釈をご参照ください),2
1939,A01993,Japan,Student,7
1940,A01994,Japan,General,15
1941,A01995,Japan,Student,20
1942,A01996,Japan,Student,1
1943,A01997,Japan,General,6
1944,A01998,Japan,Student,7
1945,A01999,India,General,10
1946,A02000,Korea,Student,13
1947,A02001,United States of America,General,13
1948,A02002,Japan,General,14
1949,A02003,China,Student,14
1950,A02004,Japan,General,7
1951,A02005,Japan,General,3
1952,A02006,Hong Kong,Student,5
1953,A02007,Japan,General,17
1954,A02008,Korea,General,13
1955,A02009,Korea,General,6
1956,A02010,Australia,General,7
1957,A02011,Japan,General,15
1958,A02012,Taiwan,General,18
1959,A02013,Japan,General,5
1960,A02014,Japan,General,17
1961,A02015,China,General,10
1962,A02016,Japan,General,12
1963,A02017,Australia,General,
1964,A02018,Japan,General,15
1965,A02019,Japan,Student,18
1966,A02020,Taiwan,General,18
1967,A02021,China,General,10
1968,A02022,Japan,General,18
1969,A02024,China,General,18
1970,A02025,China,Student,16
1971,A02026,Korea,Student,6
1972,A02027,Japan,General,17
1973,A02028,Israel,General,15
1974,A02029,China,General,8
1975,A02030,Japan,Student,5
1976,A02031,Japan,Student,5
1977,A02032,Italy,Accompanying guest,
1978,A02033,China,General,0
1979,A02034,Japan,Student,19
1980,A02035,Denmark,General,16
1981,A02036,China,General,2
1982,A02037,Korea,General,16
1983,A02038,China,Student,14
1984,A02039,China,General,14
1985,A02040,China,General,
1986,A02041,Japan,General,7
1987,A02042,Japan,General,14
1988,A02043,Italy,General,12
1989,A02045,Japan,General,
1990,A02046,Taiwan,Student,17
1991,A02047,Taiwan,Student,17
1992,A02048,Germany,General,7
1993,A02049,China,General,
1994,A02050,Finland,Student,18
1995,A02051,Japan,General,14
1996,A02052,Japan,General,14
1997,A02053,Japan,Accompanying guest,
1998,A02054,China,Accompanying guest,
1999,A02055,China,Student,0
2000,A02056,Korea,General,7
2001,A02057,Japan,General,
2002,A02058,Germany,General,2
2003,A02059,Japan,Student,7
2004,A02060,China,Student,3
2005,A02061,France,Student,18
2006,A02062,Korea,Accompanying guest,17
2007,A02063,Japan,Student,20
2008,A02064,Russia,General,18
2009,A02065,South Africa,General,10
2010,A02066,South Africa,General,5
2011,A02067,France,Student,14
2012,A02068,Taiwan,Student,17
2013,A02069,Japan,General,10
2014,A02070,Hong Kong,Student,5
2015,A02071,Taiwan,Student,14
2016,A02072,UK,Student,5
2017,A02073,Belgium,Student,14
2018,A02074,Poland,General,16
2019,A02075,Germany,General,10
2020,A02076,Japan,Student,18
2021,A02077,Japan,General,11
2022,A02078,Belgium,Student,13
2023,A02079,Denmark,Student,16
2024,A02080,UK,Student,17
2025,A02081,UK,General,15
2026,A02082,India,Developing country (*上記注釈をご参照ください),6
2027,A02083,Switzerland,General,12
2028,A02084,France,Student,10
2029,A02085,UK,General,19
2030,A02086,UK,General,8
2031,A02087,UK,General,7
2032,A02089,Japan,Student,7
2033,A02090,Taiwan,General,7
2034,A02091,Australia,General,18
2035,A02092,Japan,Student,7
2036,A02093,Taiwan,Student,13
2037,A02094,Germany,General,10
2038,A02095,Israel,General,16
2039,A02096,Japan,General,11
2040,A02097,Sweden,Student,7
2041,A02098,Japan,Student,14
2042,A02099,United States of America,General,8
2043,A02100,Italy,General,3
2044,A02101,United States of America,General,10
2045,A02102,Italy,General,7
2046,A02103,Czech Republic,General,16
2047,A02104,Canada,General,14
2048,A02105,Japan,Student,
2049,A02106,United States of America,General,12
2050,A02107,Taiwan,Accompanying guest,7
2051,A02108,Germany,General,18
2052,A02109,Italy,General,11
2053,A02110,Japan,General,11
2054,A02111,Germany,General,13
2055,A02112,Italy,Student,12
2056,A02113,Belgium,Student,3
2057,A02114,Sweden,Student,7
2058,A02115,Japan,General,10
2059,A02116,Germany,General,16
2060,A02117,Sweden,General,5
2061,A02118,Japan,Student,5
2062,A02119,Taiwan,General,5
2063,A02120,Zambia,Developing country (*上記注釈をご参照ください),13
2064,A02121,Latvia,General,18
2065,A02122,China,General,15
2066,A02123,United States of America,General,11
2067,A02124,United States of America,General,10
2068,A02125,Italy,Student,20
2069,A02126,United States of America,General,10
2070,A02127,Canada,General,7
2071,A02128,United States of America,General,7
2072,A02129,Japan,General,4
2073,A02130,Italy,General,14
2074,A02131,Singapore,General,8
2075,A02132,UK,General,8
2076,A02133,UK,Student,14
2077,A02134,Greece,General,12
2078,A02135,United States of America,General,7
2079,A02136,UK,General,16
2080,A02137,United States of America,General,4
2081,A02138,United States of America,General,8
2082,A02139,United States of America,General,8
2083,A02140,Japan,Student,4
2084,A02141,United States of America,Student,4
2085,A02142,Canada,General,8
2086,A02143,Argentine,General,18
2087,A02144,United States of America,General,18
2088,A02145,Thailand,General,18
2089,A02146,United States of America,General,15
2090,A02147,United States of America,General,18
2091,A02148,United States of America,General,13
2092,A02149,Thailand,Accompanying guest,
2093,A02150,United States of America,General,2
2094,A02151,United States of America,Student,7
2095,A02152,United States of America,General,18
2096,A02153,United States of America,General,2
2097,A02154,Puerto Rico,General,5
2098,A02155,Kenya,Developing country (*上記注釈をご参照ください),11
2099,A02156,Kenya,Student,3
2100,A02157,United States of America,Student,13
2101,A02158,Taiwan,Student,13
2102,A02159,United States of America,Student,2
2103,A02160,United States of America,General,16
2104,A02161,Puerto Rico,Student,11
2105,A02162,Greece,General,14
2106,A02163,Japan,Student,17
2107,A02164,United States of America,Student,10
2108,A02165,Puerto Rico,General,13
2109,A02166,United States of America,General,17
2110,A02167,United States of America,General,8
2111,A02168,United States of America,General,14
2112,A02169,United States of America,General,15
2113,A02170,United States of America,Student,16
2114,A02171,UK,Student,14
2115,A02172,United States of America,General,16
2116,A02173,United States of America,General,18
2117,A02174,United States of America,General,20
2118,A02175,United States of America,General,11
2119,A02176,Belgium,Student,12
2120,A02177,United States of America,General,16
2121,A02178,United States of America,General,10
2122,A02179,United States of America,General,8
2123,A02180,Norway,General,5
2124,A02181,United States of America,Student,7
2125,A02182,United States of America,Student,16
2126,A02183,Belgium,Accompanying guest,
2127,A02184,United States of America,General,6
2128,A02185,United States of America,Student,15
2129,A02186,Austria,General,18
2130,A02187,Croatia,General,14
2131,A02188,United States of America,General,3
2132,A02189,United States of America,Student,18
2133,A02190,Canada,General,14
2134,A02191,Canada,General,14
2135,A02192,United States of America,Student,7
2136,A02193,United States of America,General,7
2137,A02194,United States of America,Student,10
2138,A02195,United States of America,General,14
2139,A02196,Spain,General,3
2140,A02197,United States of America,General,16
2141,A02198,United States of America,Student,5
2142,A02199,United States of America,General,14
2143,A02200,United States of America,General,7
2144,A02201,United States of America,General,
2145,A02202,United States of America,General,16
2146,A02203,United States of America,General,3
2147,A02204,United States of America,General,18
2148,A02205,Iran,Developing country (*上記注釈をご参照ください),13
2149,A02206,Australia,Student,3
2150,A02207,Korea,Student,
2151,A02208,Korea,General,
2152,A02209,Japan,General,6
2153,A02210,Italy,General,8
2154,A02211,Brazil,General,4
2155,A02212,United States of America,General,16
2156,A02213,Korea,Student,14
2157,A02214,Japan,General,14
2158,A02215,Japan,General,4
2159,A02216,UK,General,13
2160,A02217,Singapore,General,19
2161,A02218,Japan,General,16
2162,A02219,Puerto Rico,Student,7
2163,A02220,Australia,General,14
2164,A02221,Japan,General,1
2165,A02222,United States of America,General,14
2166,A02223,Australia,General,12
2167,A02224,Japan,General,2
2168,A02225,Japan,General,2
2169,A02226,China,Student,17
2170,A02227,Japan,General,17
2171,A02228,Japan,General,14
2172,A02229,Taiwan,General,14
2173,A02230,China,General,1
2174,A02231,Japan,General,16
2175,A02232,Japan,General,7
2176,A02233,United States of America,Student,4
2177,A02234,United States of America,General,17
2178,A02235,Japan,General,4
2179,A02236,China,General,
2180,A02237,Japan,Student,7
2181,A02238,Australia,General,14
2182,A02239,Taiwan,General,5
2183,A02240,Japan,General,11
2184,A02241,Japan,General,10
2185,A02242,Thailand,General,5
2186,A02243,Thailand,Student,18
2187,A02244,Thailand,General,18
2188,A02246,Japan,General,14
2189,A02247,Thailand,Student,1
2190,A02248,China,Student,4
2191,A02249,China,General,16
2192,A02250,Australia,General,7
2193,A02251,Japan,Student,
2194,A02252,Hong Kong,General,5
2195,A02253,Indonesia,Student,20
2196,A02254,Japan,General,13
2197,A02255,Korea,General,18
2198,A02256,United States of America,General,20
2199,A02257,Japan,Student,2
2200,A02258,Japan,General,7
2201,A02260,China,General,14
2202,A02261,Japan,General,7
2203,A02262,Taiwan,Student,12
2204,A02263,Korea,Student,2
2205,A02264,Japan,General,14
2206,A02265,Japan,Student,9
2207,A02266,Japan,Student,18
2208,A02267,Japan,General,17
2209,A02268,United States of America,General,14
2210,A02269,Poland,General,2
2211,A02270,Japan,General,7
2212,A02271,China,Developing country (*上記注釈をご参照ください),
2213,A02272,Korea,Student,16
2214,A02273,Taiwan,Student,7
2215,A02274,Korea,Student,18
2216,A02275,Japan,General,13
2217,A02276,Italy,General,14
2218,A02277,Taiwan,Student,3
2219,A02278,Japan,Student,7
2220,A02279,Japan,General,11
2221,A02280,Philippines,Developing country (*上記注釈をご参照ください),
2222,A02281,China,Student,
2223,A02282,Japan,Student,8
2224,A02283,China,General,17
2225,A02284,Japan,General,8
2226,A02285,China,Student,10
2227,A02286,China,Student,
2228,A02287,Japan,General,10
2229,A02288,Japan,Student,5
2230,A02289,Germany,Student,10
2231,A02290,Japan,Student,1
2232,A02291,Japan,General,16
2233,A02292,China,General,
2234,A02293,Japan,Student,11
2235,A02294,Poland,General,1
2236,A02295,Australia,General,7
2237,A02296,Germany,General,4
2238,A02297,Japan,General,10
2239,A02298,Taiwan,Student,13
2240,A02299,Czech Republic,General,17
2241,A02300,China,Student,4
2242,A02301,Kenya,Developing country (*上記注釈をご参照ください),2
2243,A02302,France,General,12
2244,A02303,Brazil,General,3
2245,A02304,China,General,20
2246,A02305,Italy,General,20
2247,A02306,Thailand,General,14
2248,A02307,Japan,General,15
2249,A02308,China,General,14
2250,A02309,China,Student,10
2251,A02310,Brazil,General,3
2252,A02311,Italy,General,3
2253,A02312,China,General,17
2254,A02313,Germany,General,7
2255,A02314,Germany,Student,16
2256,A02315,Spain,General,18
2257,A02316,UK,General,20
2258,A02317,Taiwan,General,14
2259,A02318,Japan,General,11
2260,A02319,Finland,General,4
2261,A02320,Japan,Student,18
2262,A02321,UK,General,14
2263,A02322,Japan,General,14
2264,A02323,China,Student,14
2265,A02324,Turkey,General,10
2266,A02325,Germany,General,15
2267,A02326,Israel,General,14
2268,A02327,Japan,Student,7
2269,A02328,France,General,7
2270,A02329,Belgium,Student,15
2271,A02330,Belgium,Student,10
2272,A02331,Germany,Student,5
2273,A02332,UK,Student,20
2274,A02333,Germany,Student,7
2275,A02334,Russia,General,12
2276,A02335,Poland,General,16
2277,A02336,China,General,15
2278,A02337,United States of America,General,10
2279,A02338,Czech Republic,General,7
2280,A02339,Singapore,General,7
2281,A02340,Brazil,General,18
2282,A02341,China,General,7
2283,A02342,India,Developing country (*上記注釈をご参照ください),16
2284,A02343,Japan,General,3
2285,A02344,Sweden,General,5
2286,A02345,Australia,Student,7
2287,A02346,Australia,General,18
2288,A02347,China,General,20
2289,A02348,Norway,General,14
2290,A02349,Germany,General,14
2291,A02350,Japan,General,7
2292,A02351,Canada,General,5
2293,A02352,France,General,4
2294,A02353,Greece,General,14
2295,A02354,Serbia,General,14
2296,A02355,Poland,General,16
2297,A02356,Sweden,General,5
2298,A02357,Poland,Student,16
2299,A02358,Israel,Student,3
2300,A02359,Belgium,General,3
2301,A02360,Thailand,General,11
2302,A02361,Canada,General,5
2303,A02362,Australia,Student,18
2304,A02363,Brazil,General,14
2305,A02364,United States of America,General,15
2306,A02365,United States of America,General,8
2307,A02366,Canada,General,18
2308,A02367,United States of America,General,13
2309,A02368,Belgium,General,7
2310,A02369,United Arab Emirates,General,5
2311,A02370,Russia,Student,18
2312,A02371,Brazil,Student,4
2313,A02372,Kenya,Developing country (*上記注釈をご参照ください),3
2314,A02373,United States of America,General,16
2315,A02374,Belgium,General,15
2316,A02375,United States of America,General,
2317,A02376,Italy,General,14
2318,A02377,Finland,General,18
2319,A02378,United States of America,General,13
2320,A02379,United States of America,General,14
2321,A02380,United States of America,General,10
2322,A02381,Austria,Student,20
2323,A02382,United States of America,General,14
2324,A02383,United States of America,General,16
2325,A02384,Canada,General,7
2326,A02385,Indonesia,General,
2327,A02386,United States of America,General,10
2328,A02387,Mexico,General,6
2329,A02388,United States of America,General,16
2330,A02389,United States of America,General,13
2331,A02390,United States of America,General,14
2332,A02391,United States of America,Student,3
2333,A02392,United States of America,General,14
2334,A02393,New Zealand,Student,4
2335,A02394,United States of America,General,14
2336,A02395,Canada,General,17
2337,A02396,Turkey,General,14
2338,A02397,United States of America,General,13
2339,A02398,United States of America,General,7
2340,A02399,United States of America,General,10
2341,A02400,Fiji,Student,14
2342,A02401,Malaysia,General,7
2343,A02402,Ghana,Developing country (*上記注釈をご参照ください),
2344,A02403,Japan,General,2
2345,A02404,China,General,7
2346,A02405,United States of America,General,15
2347,A02406,Australia,General,11
2348,A02407,Japan,General,4
2349,A02408,China,General,14
2350,A02409,China,Student,14
2351,A02410,Japan,Student,11
2352,A02411,China,General,17
2353,A02412,Japan,General,5
2354,A02413,Taiwan,Student,18
2355,A02414,Iran,Student,3
2356,A02415,Japan,General,3
2357,A02416,Japan,Student,12
2358,A02417,Japan,General,18
2359,A02418,Japan,General,7
2360,A02419,Germany,General,5
2361,A02420,China,Student,6
2362,A02421,Germany,Accompanying guest,
2363,A02422,India,Accompanying guest,20
2364,A02423,Taiwan,General,
2365,A02424,China,General,
2366,A02425,Japan,General,18
2367,A02426,Taiwan,General,17
2368,A02427,China,General,3
2369,A02428,Japan,Student,7
2370,A02429,Japan,Student,16
2371,A02430,China,General,7
2372,A02431,Israel,General,7
2373,A02432,Italy,General,3
2374,A02433,United States of America,General,3
2375,A02435,United States of America,General,20
2376,A02436,Taiwan,Student,17
2377,A02437,Japan,Student,0
2378,A02438,Taiwan,General,7
2379,A02439,Japan,Student,18
2380,A02440,Japan,Student,
2381,A02441,Taiwan,General,3
2382,A02442,Russia,General,20
2383,A02443,Japan,General,7
2384,A02444,Taiwan,General,18
2385,A02445,Australia,Student,7
2386,A02446,Czech Republic,General,7
2387,A02447,Belgium,General,15
2388,A02448,Japan,General,10
2389,A02449,India,Student,4
2390,A02450,Japan,Student,3
2391,A02451,Israel,General,3
2392,A02452,China,Student,7
2393,A02453,Belgium,General,3
2394,A02454,Kenya,Developing country (*上記注釈をご参照ください),3
2395,A02455,Greece,Student,14
2396,A02456,Belgium,General,13
2397,A02457,Japan,Student,20
2398,A02458,Cote d'Ivoire,General,13
2399,A02459,Italy,General,14
2400,A02460,Hong Kong,Student,5
2401,A02461,Sweden,General,7
2402,A02462,United States of America,Student,10
2403,A02463,Belgium,General,17
2404,A02464,Chile,General,20
2405,A02465,United States of America,General,7
2406,A02466,United States of America,General,10
2407,A02467,United States of America,Student,8
2408,A02468,Canada,General,15
2409,A02469,Canada,Student,16
2410,A02470,Germany,Student,5
2411,A02471,United States of America,General,7
2412,A02472,Australia,General,3
2413,A02473,Australia,General,11
2414,A02474,Japan,General,17
2415,A02475,Australia,General,8
2416,A02476,Japan,General,13
2417,A02477,Japan,General,8
2418,A02478,China,General,20
2419,A02479,Korea,Student,15
2420,A02480,New Zealand,General,14
2421,A02481,Australia,General,8
2422,A02482,China,Student,14
2423,A02483,Australia,General,15
2424,A02484,China,General,7
2425,A02485,Australia,General,8
2426,A02486,Japan,Student,15
2427,A02487,Australia,General,3
2428,A02488,Singapore,General,5
2429,A02489,Japan,Student,18
2430,A02490,Taiwan,Student,18
2431,A02491,China,General,1
2432,A02492,Singapore,Student,11
2433,A02493,Australia,General,4
2434,A02494,New Zealand,General,3
2435,A02495,Korea,Student,18
2436,A02496,Japan,Student,17
2437,A02497,Korea,Student,18
2438,A02498,Japan,General,14
2439,A02500,Japan,Student,10
2440,A02501,Korea,Student,18
2441,A02502,Japan,General,7
2442,A02503,Korea,General,18
2443,A02504,Japan,Student,16
2444,A02505,Japan,General,7
2445,A02506,China,General,4
2446,A02507,China,General,1
2447,A02508,China,General,1
2448,A02509,Korea,Student,18
2449,A02510,Kenya,Developing country (*上記注釈をご参照ください),11
2450,A02511,China,General,20
2451,A02512,Taiwan,General,18
2452,A02513,Australia,Student,14
2453,A02514,Korea,Student,20
2454,A02516,China,Student,14
2455,A02517,Taiwan,General,
2456,A02518,Taiwan,General,14
2457,A02519,Croatia,General,14
2458,A02520,Korea,General,17
2459,A02521,Korea,General,10
2460,A02522,Japan,Student,8
2461,A02523,Japan,Student,11
2462,A02524,Japan,General,14
2463,A02525,Belgium,General,13
2464,A02526,Taiwan,General,14
2465,A02527,Slovenia,General,16
2466,A02528,Japan,Student,8
2467,A02529,Taiwan,General,3
2468,A02530,Japan,Accompanying guest,3
2469,A02531,Taiwan,Student,15
2470,A02532,Croatia,General,
2471,A02533,Croatia,General,5
2472,A02534,China,General,
2473,A02535,China,Student,14
2474,A02536,Korea,General,18
2475,A02537,Japan,General,13
2476,A02538,Czech Republic,General,7
2477,A02539,Japan,General,16
2478,A02540,Japan,Student,16
2479,A02541,United States of America,General,6
2480,A02542,Netherlands,General,7
2481,A02543,China,General,16
2482,A02544,Korea,Student,16
2483,A02546,Sweden,Student,12
2484,A02547,Japan,Student,13
2485,A02548,China,General,1
2486,A02549,Korea,Student,13
2487,A02550,Sweden,General,5
2488,A02551,Norway,General,14
2489,A02552,France,General,18
2490,A02553,Sweden,General,6
2491,A02554,Canada,Student,13
2492,A02555,Japan,Student,3
2493,A02556,Japan,Student,17
2494,A02557,Australia,Student,11
2495,A02558,France,General,12
2496,A02559,Japan,General,3
2497,A02560,Germany,Student,17
2498,A02562,China,General,
2499,A02563,Poland,General,
2500,A02564,UK,General,8
2501,A02565,Taiwan,General,13
2502,A02566,Korea,Student,18
2503,A02567,UK,General,7
2504,A02568,Austria,General,3
2505,A02569,Italy,General,11
2506,A02570,Italy,General,13
2507,A02571,Sweden,General,4
2508,A02572,Norway,General,13
2509,A02573,Germany,Student,7
2510,A02574,Norway,General,13
2511,A02575,Japan,General,2
2512,A02576,UK,General,7
2513,A02577,Japan,General,5
2514,A02578,Italy,General,3
2515,A02579,Japan,Guest (*このカテゴリは選択しないでください),
2516,A02580,Switzerland,General,10
2517,A02581,Brazil,General,4
2518,A02582,Czech Republic,Student,7
2519,A02583,China,General,
2520,A02586,China,Student,14
2521,A02587,United States of America,General,17
2522,A02588,China,Student,12
2523,A02589,Japan,General,18
2524,A02590,Germany,General,7
2525,A02592,France,General,18
2526,A02593,United States of America,Student,11
2527,A02594,Sweden,General,5
2528,A02595,Japan,Student,5
2529,A02596,Czech Republic,General,2
2530,A02597,China,General,4
2531,A02598,China,General,1
2532,A02599,Croatia,General,
2533,A02600,Japan,Student,8
2534,A02601,Italy,General,2
2535,A02602,Germany,General,10
2536,A02603,United States of America,Student,10
2537,A02604,Philippines,Developing country (*上記注釈をご参照ください),8
2538,A02605,China,General,20
2539,A02606,France,General,7
2540,A02607,Russia,General,18
2541,A02608,Germany,General,5
2542,A02609,Italy,General,12
2543,A02610,Indonesia,General,7
2544,A02611,France,General,14
2545,A02612,Taiwan,Student,14
2546,A02613,Canada,Student,11
2547,A02614,Greece,General,14
2548,A02615,Spain,General,8
2549,A02616,Germany,Accompanying guest,
2550,A02617,United States of America,Student,6
2551,A02618,Chile,General,14
2552,A02619,Spain,General,3
2553,A02620,United States of America,Student,10
2554,A02621,Canada,General,7
2555,A02622,Sweden,Student,5
2556,A02623,United States of America,General,20
2557,A02624,Canada,General,16
2558,A02625,Canada,Student,18
2559,A02626,United States of America,Student,3
2560,A02627,United States of America,General,13
2561,A02628,South Africa,General,16
2562,A02629,Germany,Student,
2563,A02630,United States of America,Student,20
2564,A02631,UK,General,11
2565,A02632,Greece,General,14
2566,A02633,Canada,General,16
2567,A02634,Japan,General,15
2568,A02635,United States of America,General,4
2569,A02636,Netherlands,General,19
2570,A02637,United States of America,Student,5
2571,A02638,United States of America,General,13
2572,A02639,Canada,General,18
2573,A02640,Germany,General,18
2574,A02641,United States of America,General,
2575,A02642,United States of America,General,13
2576,A02643,United States of America,General,16
2577,A02644,United States of America,General,13
2578,A02645,Spain,General,1
2579,A02646,Canada,Student,12
2580,A02647,United States of America,General,7
2581,A02648,United States of America,General,15
2582,A02649,Japan,General,6
2583,A02650,United States of America,General,11
2584,A02651,Canada,General,14
2585,A02652,United States of America,General,
2586,A02653,United States of America,Student,10
2587,A02654,Sweden,General,18
2588,A02655,United States of America,Student,18
2589,A02656,Japan,Student,7
2590,A02657,Czech Republic,Student,6
2591,A02658,Greece,General,3
2592,A02659,United States of America,General,20
2593,A02660,Australia,General,18
2594,A02661,Australia,General,15
2595,A02662,Japan,General,11
2596,A02663,Japan,General,
2597,A02665,Australia,General,3
2598,A02666,Japan,General,
2599,A02667,United States of America,General,12
2600,A02669,Taiwan,Student,17
2601,A02670,Japan,General,18
2602,A02671,China,General,4
2603,A02672,Canada,General,16
2604,A02673,Japan,General,14
2605,A02674,United States of America,General,7
2606,A02675,Japan,General,
2607,A02676,Japan,General,7
2608,A02677,Japan,General,7
2609,A02678,China,General,6
2610,A02679,Japan,Student,7
2611,A02680,Thailand,General,14
2612,A02681,Korea,General,18
2613,A02682,Korea,General,6
2614,A02683,Korea,Student,14
2615,A02684,Japan,General,15
2616,A02685,Japan,General,7
2617,A02686,Japan,Student,7
2618,A02687,China,General,14
2619,A02688,United States of America,Student,18
2620,A02689,China,General,15
2621,A02690,Japan,Student,18
2622,A02691,United States of America,Student,18
2623,A02692,United States of America,General,7
2624,A02693,United States of America,Student,16
2625,A02694,Japan,General,
2626,A02695,China,Student,16
2627,A02696,Japan,Student,3
2628,A02697,Japan,Student,3
2629,A02698,Japan,General,14
2630,A02699,Japan,General,7
2631,A02700,Japan,Student,3
2632,A02701,Japan,General,19
2633,A02702,Korea,General,15
2634,A02703,Korea,General,7
2635,A02704,Australia,Student,10
2636,A02705,Indonesia,General,3
2637,A02706,China,General,4
2638,A02707,Japan,Student,11
2639,A02708,Japan,General,17
2640,A02709,Pakistan,General,
2641,A02710,Japan,General,10
2642,A02711,Italy,General,3
2643,A02712,Cambodia,Developing country (*上記注釈をご参照ください),
2644,A02713,Australia,General,19
2645,A02714,Japan,General,20
2646,A02715,China,General,8
2647,A02716,Japan,Student,10
2648,A02717,Philippines,Student,18
2649,A02718,Korea,General,12
2650,A02719,Japan,General,19
2651,A02720,Japan,General,10
2652,A02721,Japan,General,19
2653,A02722,Japan,General,4
2654,A02723,Japan,General,7
2655,A02724,Japan,Student,3
2656,A02725,China,Student,14
2657,A02726,Japan,Student,16
2658,A02728,Japan,Student,5
2659,A02729,Taiwan,Student,7
2660,A02730,Japan,General,7
2661,A02731,Iran,Accompanying guest,
2662,A02732,Japan,General,11
2663,A02733,Korea,General,5
2664,A02734,Japan,Student,5
2665,A02735,Spain,General,14
2666,A02736,Italy,General,7
2667,A02737,Japan,Student,10
2668,A02739,China,General,
2669,A02741,Sweden,General,7
2670,A02742,Taiwan,General,4
2671,A02743,Greece,General,1
2672,A02744,Korea,General,20
2673,A02746,Japan,General,3
2674,A02747,China,Student,6
2675,A02749,Taiwan,Student,19
2676,A02750,China,Student,15
2677,A02751,Japan,General,13
2678,A02752,China,General,8
2679,A02753,Korea,General,7
2680,A02754,Japan,General,14
2681,A02755,Korea,General,7
2682,A02756,China,General,18
2683,A02757,China,General,
2684,A02758,Korea,General,9
2685,A02759,Japan,General,12
2686,A02760,Singapore,General,7
2687,A02761,Kenya,Developing country (*上記注釈をご参照ください),
2688,A02762,China,General,
2689,A02763,Germany,General,14
2690,A02764,China,General,4
2691,A02765,China,General,3
2692,A02766,Taiwan,General,7
2693,A02767,Taiwan,Accompanying guest,7
2694,A02768,China,General,
2695,A02769,China,Student,13
2696,A02770,Japan,General,13
2697,A02771,Belgium,Student,15
2698,A02772,Korea,General,18
2699,A02773,Japan,General,7
