presentation_id,presentation_number,presentation_title,presentation_abstract,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49
Poster16-40,P0583,***,***,-1.6898974,2.0756094,0.32087743,-3.2427688,0.3556703,-0.17489268,-1.9079231,-1.1333345,0.0712148,-1.4066017,0.91018087,1.7314459,-2.3121626,0.041492883,0.5779181,0.6692802,1.0908215,1.1529909,-2.6332793,-1.7279984,0.45239988,-0.41477025,-0.79397005,-1.0061103,2.3175807,-1.8416129,-1.3265418,1.0672084,-2.3990142,1.8563379,-0.0921562,1.8337423,0.68381876,1.9401515,2.971959,-0.9021783,-0.7336524,-0.10920764,0.4914045,0.74861646,-3.0951889,-2.164267,-0.49180928,-0.30592218,1.9284779,-0.050542947,3.7033842,2.856663,2.4596848,-2.0146189
Poster21-01,P0765,***,***,-0.63114554,0.6655215,-0.44138753,-1.4988233,1.6568023,-1.0965384,-0.3589768,-0.9200579,-0.19566686,-0.79793906,-0.10870023,0.80700403,-0.5034566,1.1849638,-0.9715033,-0.1847161,0.7859936,2.1392338,-1.8701634,0.1310267,-0.23226303,-1.3113673,-0.82942486,-0.6789584,3.8325708,-0.17876008,-1.5375619,0.899156,-0.80600893,-0.44936895,0.42239588,2.0964856,-0.65967,-0.03691249,2.8244534,-1.6552788,1.080516,0.14828221,1.089343,1.230132,-0.77305263,-0.4263838,0.64041257,1.0924269,1.7513132,1.3935677,1.4273322,0.5597079,1.4065057,-0.07791238
Poster21-02,P0766,***,***,0.52656984,0.6872877,0.06382005,-1.425543,-1.9871783,-1.889135,-0.72299963,-0.66134787,-1.1557521,-0.15779945,1.2377821,0.14876506,-1.0267447,1.0183458,-0.08862889,-1.227423,0.9961428,1.4053762,-0.950975,-2.3258154,2.1677954,-2.0435386,-2.3269799,0.3516143,3.2980053,0.96399695,-1.802707,0.2079362,-0.53516364,0.65994895,0.12531023,0.051771007,1.0463889,-0.47670156,1.3302357,0.6093558,0.66949403,-0.26928377,1.7263249,2.1802833,-0.48110574,-0.8823928,0.51889753,1.6089143,1.4708208,0.1560543,-0.303808,2.3152838,-1.9036483,1.7099048
Poster21-03,P0767,***,***,0.03705559,2.133695,2.1042178,-2.6286056,0.49520704,-1.7678795,0.50124615,1.3065667,-2.4774463,-0.5478999,1.7332065,2.0122993,-1.3954221,-0.17315488,1.2658215,0.16817223,2.52471,1.4879681,-2.003192,-0.65977263,-0.9624482,-0.39529973,0.1778521,-1.1545882,-0.5159652,1.5454621,-1.3441902,0.56386214,-0.7988231,-0.8498923,2.746058,0.63393515,-0.29044238,0.723102,-1.8759698,-1.5483143,0.1917918,2.5983615,1.777985,3.1080303,-0.50034636,-1.2027444,-0.55722654,-0.6182037,4.1014357,-1.119901,2.1144876,1.2291867,-1.0236112,-0.17952709
Poster21-04,P0768,***,***,0.1703657,1.2925572,-0.3117314,-2.0188024,-1.5901843,-0.38665658,1.0916369,-0.30698133,-1.6892664,-0.061798263,0.10186613,0.7267407,-0.070541665,1.5643866,0.75076836,1.4242514,-0.4858667,0.0048991493,-2.0819962,-3.152992,-0.4842387,-1.3189813,0.6694998,0.19483867,0.111667626,0.71338665,0.36700943,0.08848258,-2.6742232,-0.1320355,0.7134293,0.23039114,-0.2316094,-0.44738972,1.1286715,0.642811,1.6312981,-0.22483589,0.26412755,2.1246037,0.45969135,-0.5209686,-1.9866168,0.3342285,0.73798543,0.5378787,-1.5130842,1.252072,-2.0221264,1.0956873
Poster21-05,P0769,***,***,-0.2873485,1.3842943,-0.16216289,-1.0797331,1.4875113,-1.5184814,-1.3067482,2.4760914,0.42113698,-2.1268554,0.74498403,-1.2068764,-0.60426384,2.1059632,0.019193612,0.6559894,1.9412708,0.5963284,-1.9833866,-2.177639,0.4005485,-0.41668776,2.0438297,-0.45722097,0.55862826,-0.9497228,-0.31428775,0.77503353,-1.7067214,1.3587717,-0.09629879,-0.14293377,1.0967981,-0.7906493,-1.1863327,-0.08785376,0.86327887,-0.3741855,2.282961,2.4020734,-2.138285,1.3826283,-2.1724272,0.19789141,1.0688672,-0.63839763,1.7732576,1.226334,-1.0646312,2.2704718
Poster21-06,P0770,***,***,-0.36816353,0.49800888,-0.10608762,0.005373296,1.4561338,-0.09508623,-0.09775709,1.0298947,-1.6455587,0.12576598,0.084304854,-1.9309894,-2.379975,2.303392,-1.6093712,-0.7403078,1.7452928,-0.5742137,-2.9075844,-1.2341349,0.40686294,-4.4130507,-0.15298782,2.6762054,3.2325249,1.4561887,-1.1544878,0.104909755,-0.9665334,-0.06423459,-2.2128441,-0.3268032,0.092514575,-1.0010424,0.3695251,-0.9802188,2.6864913,0.93039536,2.1612155,0.89860153,0.099226244,-0.8887927,2.5662146,1.1942688,0.9131274,0.024338704,1.9156089,-0.23324174,1.763503,2.5559485
Poster21-07,P0771,***,***,-3.6341395,-0.76952857,2.6316123,-2.7656457,2.2640114,-1.6761996,1.8463426,1.4727733,-1.9394007,1.1497343,-2.4055638,-0.78402555,-0.7028993,0.72173554,0.12956698,1.2369871,0.5399143,-0.9057621,-1.5626103,-0.5381928,2.597279,-0.6757384,0.4273609,0.9246113,2.0999622,0.3828557,-0.5958197,1.7317879,-2.1235116,-0.26374832,1.3585893,-0.863124,-1.0008957,-0.101641886,0.84559816,-1.2961264,-0.9062922,1.3324792,2.3587508,1.1413991,-1.046272,-1.0784503,-0.6589063,0.7698935,1.6560525,0.11726286,2.353644,0.5456793,0.19295634,1.5126721
Poster21-10,P0774,***,***,-0.82155776,0.5719327,-1.9004028,-1.546905,0.47904807,0.71195376,-1.0551468,-1.7209117,-1.4279739,-1.9774337,-1.1043012,-2.322246,-1.1638154,-0.52946866,0.83728826,-0.7939272,1.6517553,-0.8355082,-2.1876419,-2.650778,-0.034670364,-3.0319533,-1.0252249,-0.67872053,0.7988776,0.3644367,0.38806543,-1.002145,-1.1496321,-0.6313708,-0.62315106,0.44434384,-1.8521436,1.0054,0.22962657,-0.86712694,-1.6718425,-0.97379154,3.037718,0.94816655,-1.0588976,-0.631863,-0.5676088,-0.57331747,1.5530767,1.8320612,1.7393016,0.60195035,0.15513463,0.8783407
Poster21-11,P0775,***,***,0.1768012,-1.1210579,1.6434103,-0.70871073,0.018498152,-0.7092877,1.3157438,0.90773726,-1.7690133,1.1492895,-0.9346188,-0.65386266,0.74435383,-0.9202673,1.7834451,0.94104826,-0.22770736,0.88896257,-1.9814124,0.727479,0.13858755,0.69991934,2.4065206,-1.042946,2.3831277,-0.636422,-1.5520782,1.476224,-1.3237337,1.5776811,0.6882135,-0.35832778,-3.0451262,3.3051395,2.2169228,0.0043023406,-0.50062186,-0.31206644,1.9187018,1.2692777,-0.8408074,-1.1366255,0.19552003,-1.404053,1.1919948,0.4787651,2.162218,1.7212636,-0.17817654,0.7851784
Poster21-12,P0776,***,***,-1.663214,-1.9685774,-1.7838392,-0.7247114,0.012034612,0.047310967,1.3672513,-0.08006148,-0.8914292,1.4396725,1.5148276,-2.5558877,-0.8545204,0.60262334,2.3626614,-0.71925,-0.8534882,-1.0277655,-1.7938385,-1.0126446,-0.77548456,-2.2371624,-0.6524619,1.0718435,0.20724785,-1.4223788,-0.43281502,1.0154485,-1.3787564,0.6080772,0.20689413,0.8244095,-1.074701,-1.0173658,1.25098,-0.030230567,0.61612713,-0.49320722,1.0847342,-0.9772059,-0.039967127,-0.61594254,1.020858,-0.938303,0.5870343,2.1771712,1.6335506,1.3193139,0.07824412,2.3208296
Poster21-13,P0777,***,***,-0.037442226,-0.2187777,0.038152702,-0.8969316,-0.32329005,0.3553937,0.97907543,0.04009637,-2.0941112,0.14066559,-0.12161418,-0.97007823,-0.6631421,1.0000584,-0.9103913,-1.9964517,0.8251199,0.3187053,-1.8627182,-0.55097723,-0.24102125,-0.8245463,1.4534086,-1.458907,2.6204069,0.20760062,-0.84475726,1.4079279,-2.20502,-0.30750316,2.0768573,1.8351086,-0.94792354,-0.9060894,-0.17634313,-0.33247268,1.5579621,-1.1230369,0.1401628,1.630894,-0.26301715,-0.6430379,-0.17003149,1.2603478,-0.34098455,1.1151536,-0.3806333,-0.16528526,0.36036634,2.7332613
14-3-03,14-3-03,***,***,1.2795957,-0.6836721,-0.5059129,-2.3199039,0.82629126,-1.335894,0.40566438,2.0171752,0.026008343,-1.1855787,-1.0045497,-0.7487565,-0.67809266,-0.8155952,-0.17336212,-0.48264894,0.07118426,3.2976332,-2.005542,-0.10791758,0.005459804,-2.604413,1.2259248,0.5074865,0.78701717,-0.7867583,-1.2687067,-1.4697412,-2.362076,-1.3935635,0.33274367,1.839796,-0.51479113,1.0195872,2.8882897,1.3678347,-2.2986374,0.90875226,2.3813682,-2.6527238,-0.72324103,-0.36200643,-0.8668261,-0.3119483,0.954534,-2.0653298,-2.0630517,-0.08738295,3.0205812,1.8709565
Poster21-14,P0778,***,***,-0.57022613,1.5042987,0.36709186,-2.9930265,0.37127295,-2.6892266,0.5407259,0.09563356,0.51420397,-0.2715548,0.17248958,-1.577991,-1.9598056,1.1185685,-0.49904686,-0.53504694,-0.19838327,0.842846,-0.72879684,-1.5166986,-0.5949867,-0.13785735,-0.7851479,1.0786959,0.16009948,-0.2711954,-1.241631,2.298919,-2.1064367,1.8980783,0.7490985,-1.1254165,0.56742716,0.096540436,1.3705518,1.3681855,-1.2718284,1.0515554,1.4624568,1.8230444,-1.7586303,-1.2839255,0.54940677,-0.15170255,2.2282162,-0.065999165,2.4902332,0.9642972,0.12643437,-0.6612408
Poster21-15,P0779,***,***,0.9366929,1.0756559,-1.4097823,-1.8882166,-0.64685833,-2.885763,-0.8524001,-0.40380532,2.8678367,-0.7114108,-0.53499746,-2.123875,-2.1339014,2.6740825,-0.21034846,-2.8728416,2.8252845,0.6503705,-3.4809747,-0.15830256,-0.6194014,-1.3313963,-1.3774503,1.325267,3.484948,-0.13440442,0.23039256,0.65534455,0.40743253,0.20979854,-1.683675,2.0999782,-0.30021065,1.1562097,1.5391961,1.0259254,1.737064,-0.5567597,0.80907404,0.5508132,-1.3805171,-0.5106872,1.2150656,1.8087984,-0.010101068,1.2251197,3.5577803,-0.2095383,0.29540715,0.6520999
Poster21-16,P0780,***,***,0.6567748,2.8322728,0.04659344,-2.5499198,-0.44601,-3.8024366,-2.2142694,-1.5482612,0.13520241,-1.114537,1.3195904,0.7414901,-2.6451776,2.3225822,1.8852342,-0.49331495,-0.08529807,1.2794054,-2.8923619,-1.9970082,2.1825607,-0.4227073,-2.0948248,1.0308053,-0.34345102,1.5235937,-1.4226885,1.4337236,1.2241507,2.214876,0.8848074,0.80574906,-0.2823877,1.4529738,2.1749449,-1.2877672,-0.6553063,0.1537058,1.8227291,2.8918316,-1.8548596,-1.2567254,-0.9892442,-0.5172952,2.1206682,0.23558848,2.647042,0.5403254,-0.18090327,-0.45204943
Poster21-17,P0781,***,***,0.947332,1.9415162,-1.1712167,-0.7149939,-1.2404894,-4.8508387,-2.4697266,-3.2779133,0.83053523,0.9798802,-1.3094865,-0.18832245,-0.96625704,0.9508158,1.0116962,0.7022666,1.674016,0.45355225,-2.5377097,-0.49930185,-0.2632527,-2.0499506,-1.9692539,1.0057191,1.6328875,-2.465927,0.051970504,1.4787217,-2.0905123,1.5932432,0.24102066,2.886288,1.8334149,2.2608283,3.2896554,1.7582426,-0.9002054,-0.32976422,3.385078,3.7211988,0.34166765,1.8116778,-0.9575845,-1.174768,1.1668189,-0.6214452,3.7324343,0.24101841,2.6384087,-2.1841865
Poster21-18,P0782,***,***,-0.08504309,-1.2302686,-0.53023875,-3.0602565,-0.19259891,0.5337349,0.76061743,0.85577756,-1.3336903,-0.66896886,0.88252723,-0.799594,-1.1866434,-1.6348656,0.009980287,-1.4029728,-0.78887296,0.604873,-2.6754467,-1.7885921,-0.74354357,-1.5049953,-0.56435287,-0.47325572,2.7717292,1.4131688,-1.6191788,0.5989279,-1.1818085,0.83976245,-0.30257562,1.1377958,-1.5473411,2.3759995,-1.7031529,0.87330675,1.957952,0.40139437,-0.3903256,-1.4694424,0.038902078,-1.4903451,0.5391572,-0.5230614,1.3164042,0.6920237,0.16554658,-0.7671283,-0.38788632,0.9172916
Poster21-19,P0783,***,***,-0.3736824,1.1696675,-0.0632183,-3.4839137,-0.65062636,-0.058696147,1.5583197,-1.4379345,-1.0426191,-0.69218796,1.2096941,0.5350725,-2.4289284,1.2019844,0.39633855,-0.7703269,0.38916206,3.8406923,-0.4833802,-0.2870986,0.12033432,-2.7156107,1.3523685,-1.0854347,-0.08861702,1.0550253,-0.7756602,0.24826665,-1.2470523,-1.4210541,0.97912544,3.205954,-0.69388145,1.9289083,1.473484,1.1677461,0.76884,-0.2759646,0.0022252784,-0.86716443,-0.6861064,-0.75065595,-0.45937806,0.5581341,0.9118347,0.32067946,-0.16854219,0.71812516,-0.49406898,-0.10338725
14-5-02,14-5-02,***,***,2.011714,-0.11160531,0.08098323,-2.6290734,-0.43572444,-0.15355991,1.8711638,0.39092645,-1.7495216,0.86357003,0.36107647,2.9932725,0.36904868,-0.99042284,0.8177929,-0.891254,0.95789856,3.5744512,-2.2995822,-2.0506277,-0.6132738,-3.005696,0.8540693,0.8152405,0.9861727,1.3977144,-1.7547915,0.94535357,-0.79807055,-0.53958315,-0.5854191,2.228276,1.0667641,1.9211633,-0.19023176,0.33107874,-0.10102891,0.72312146,-0.66229695,2.3342702,-1.2203679,-0.7292909,-1.6439414,1.1329275,0.25937986,0.10070591,-1.3583182,2.1934276,-0.1084123,2.360001
Poster21-20,P0784,***,***,1.9284815,1.7883096,0.4479372,-1.9963945,0.3421247,-2.6505141,-0.61855906,-1.3915306,0.4706866,-0.14299989,0.534575,0.45047036,-3.493255,1.7944405,-0.47699732,-2.5713816,-0.60720676,1.2013956,-3.3114014,-3.0376801,-0.7236102,-1.5838193,1.6565408,-1.5897472,1.4963219,-1.2785403,-1.0519415,-0.75411564,-0.7253152,0.014040369,-0.09623358,0.44714192,0.1622753,0.39281166,0.94763106,0.12677288,-0.14845338,-1.4369347,0.6500743,2.5410113,-2.2355812,-1.1030588,-0.11684871,1.6442204,-0.15634492,1.4460677,2.273827,1.4664676,1.1233002,0.19379197
Poster21-21,P0785,***,***,1.021775,1.1439495,-0.5876927,1.2845699,-1.2201047,-1.1513366,-0.6824635,-1.399842,-1.8735039,-1.1235312,-0.9925352,-0.11814781,-0.4080154,0.5847448,-0.29242423,-0.15179244,-0.5239094,1.5611318,-2.9949548,-2.3978405,0.7093148,-0.35052368,-0.36612472,-1.4919045,1.9858711,-2.892158,1.1493635,-3.9620738,-0.90434575,3.8776004,-0.23147729,0.048214186,-1.4538777,2.1083758,-0.29413468,-0.06483916,-1.03254,-1.4082077,3.1844397,1.8956004,3.6416442,1.4622383,-2.626323,0.24701737,1.981953,-0.90750957,1.7436093,-0.021682179,0.83873594,1.7911034
Poster21-22,P0786,***,***,-0.70627713,-0.2857435,-0.63128364,-2.506867,-0.21938537,-1.1151845,0.4511014,1.6277158,-2.1276102,-1.0171884,1.1370355,-1.8635291,-0.25774473,-0.29947883,-0.4412383,-0.1326416,0.1676163,-0.572933,-1.4511467,-0.6579222,-0.8127669,-0.48062652,0.8401205,1.1345776,2.0700624,1.3625764,0.26937976,-0.38314337,-1.4413798,-0.25177887,2.3722203,3.122162,-0.56258345,0.050057575,1.3742939,2.1719127,-3.0095942,-1.0622771,3.2370212,-1.4759436,1.239761,0.6980887,-1.1562033,2.6530585,0.43838388,0.54453766,-2.9892626,-0.75848055,-0.24032286,2.7346945
Poster21-23,P0787,***,***,0.9504379,0.95858294,1.8120942,-3.1817498,1.5661137,-0.33298242,0.1553903,-0.71232784,-1.3045671,1.6104217,0.37057537,0.58567196,-0.9201969,1.8449912,-1.9061992,-1.6071315,0.73450947,1.1644042,-2.3444517,-3.2925854,-0.59198856,-4.171743,0.3624701,-0.19960049,1.8159444,-0.27614194,0.044907268,0.9870054,-2.1724524,-0.24766724,1.6568657,0.65189236,-0.45537454,1.4524534,1.0668738,0.5579726,0.67487663,0.9377785,1.7222571,0.8566519,-0.008887143,-0.8459362,0.824626,-0.5109484,0.70992965,-0.39520913,2.1893225,1.8815312,0.43468422,-1.3630197
Poster21-36,P0800,***,***,0.9695912,1.4494699,-1.025034,-1.5628805,0.9575889,-0.018416403,1.4412539,0.33454293,-1.3610959,-0.6453015,1.0215824,1.8846956,-1.7319813,0.5766634,1.4302347,1.2203827,0.6559352,1.5361022,-1.8090152,-2.7953749,-2.357789,-2.418678,0.30994162,1.3982427,-0.54190606,0.057197984,-1.8886113,-0.28286082,-1.0507157,-0.79122335,2.138013,1.4025977,-1.8710209,0.300505,1.247665,-0.80352604,0.77584076,1.3009938,2.5877547,-1.0363821,0.34408304,-0.7365669,-1.6223975,-1.7385008,0.80208945,1.247771,1.7117076,0.7294396,0.36578786,0.4646384
Poster21-24,P0788,***,***,1.2213196,1.6178273,0.19537216,-0.7914212,1.080752,-0.86095905,-1.0534465,-1.0515555,1.0267805,0.40251696,-0.64546883,-2.1716454,-0.8188168,-0.4284421,0.77768886,-0.802703,0.15101843,3.0284238,-1.8589784,-2.3851619,-0.561136,-2.12944,-0.031480514,-0.6076065,3.5387232,0.27385646,-1.1839647,0.43972373,-0.23088484,0.93597794,-0.3778687,2.0733883,1.7523926,-0.81458074,0.049484443,0.6455298,0.78283656,-1.5022386,1.1746091,0.8374666,-0.91008514,1.6609565,1.2892812,1.7237525,2.341795,1.9395621,4.3505826,1.5495023,0.042096198,1.4693527
Poster21-25,P0789,***,***,-0.005004002,-0.30038932,-1.9565642,-1.3993214,-1.426039,1.0470052,-0.99624807,-1.1361017,-1.7654564,0.2820983,-0.7080999,-1.9227768,-1.5893971,2.9049544,-0.38736394,-1.4815899,-1.2044783,1.451221,-3.464005,-0.71576554,-2.489369,-1.540842,0.36515236,0.05080794,-0.3733125,0.8597386,-0.9789714,-0.0469639,0.43808618,0.092817284,0.30949125,0.8849218,-0.7932258,3.2332885,-0.6571969,1.1931934,-0.8022619,-0.0041675186,-0.014608191,-0.5587302,2.6242492,2.2567122,0.77560353,-0.7583878,0.38700137,0.8120922,2.1678212,-0.0008342515,0.3559102,1.2696108
Poster21-26,P0790,***,***,-0.39144355,0.70792955,0.014099978,-2.6402044,0.32503426,1.1379179,0.5690364,0.31572708,-0.092575304,-0.1669347,1.7408929,-0.4522897,0.82858616,-0.28465146,0.50222963,0.5052226,-0.44644228,0.3970418,-2.4649394,-0.80730337,0.050146606,-1.1929584,0.70165706,0.113891736,1.1552632,1.58817,-1.5794985,1.3484582,-1.5085362,-0.28618044,2.7746465,1.8181657,-1.7148825,1.3903455,-0.21655858,-0.39604747,0.21454376,0.90635663,1.5072885,1.0050293,-0.9866793,-1.2152691,0.94684047,-0.36655447,2.0613103,-0.2226299,1.6275401,1.5813016,-1.0425892,2.0687516
Poster21-27,P0791,***,***,-0.050150763,1.5390145,0.38580152,-1.7525508,0.14443184,-0.80676603,1.1236957,1.168375,-0.2311289,1.3145813,-1.2817374,0.786988,0.079266,1.004083,0.34191728,0.0061253114,1.5387521,1.0607368,-2.380392,-1.3963939,-2.8721626,-3.8444402,0.09142515,0.10195399,2.2944007,-1.1531935,1.4752392,1.101533,-4.503145,-0.14673926,-1.9557724,-0.049545716,-0.68952125,2.2745626,3.2650855,0.82001543,-1.1232986,-0.66062564,1.1321286,1.395603,-0.691867,-0.24697737,-3.2115273,-0.1431544,-0.97045165,1.042291,0.23972256,-1.2496451,1.6570908,-0.5912965
Poster21-28,P0792,***,***,0.7727193,1.3025291,-0.13489646,-2.1487749,-0.5060282,-0.31145707,-0.18276654,-0.458689,0.09369836,-0.4798698,-0.118743315,0.23092914,-2.873782,1.7913035,-0.5494357,0.42864606,1.0548538,2.9256153,-2.303814,-2.3963246,0.48317176,-2.5978773,-0.8375933,-2.8521242,1.7398582,-1.0631919,-1.9421747,0.8302672,-1.9455277,0.7802175,1.2598556,-0.3800135,0.7374953,0.40145707,2.229165,-2.2648063,0.37206313,0.04933408,1.5776197,0.8883562,-1.6544677,0.5719051,0.65661025,0.59964776,1.659544,0.31508127,2.0430758,0.50203127,0.44854674,-0.7773627
Poster24-26,P0906,***,***,1.195444,-0.025750581,-0.073443115,-1.310144,2.0732558,-0.1103413,1.3774469,-0.32129773,0.81726193,-1.2264282,-1.1687946,-1.5308266,-2.5665758,2.2070944,0.23839884,1.4850045,1.1478641,1.1340239,-2.0496182,-3.3456955,-1.6551341,-1.3602906,0.75002265,2.3347428,0.8217032,-2.144443,-2.9015896,0.36339137,-0.14498454,-0.84447855,-0.5451466,0.07973304,-1.4233621,2.2105527,-0.3126798,-1.1549697,-0.069720276,-0.24864203,0.20603584,-0.81429964,-0.57787025,-0.82434916,-0.37630737,-0.37202018,2.262335,0.5272531,1.3843881,-0.68225145,1.1892537,2.8191526
Poster21-29,P0793,***,***,-3.3055673,0.0415089,1.603452,-2.5061371,0.29614463,0.32864183,2.2021637,1.0832992,-2.3723655,-1.4873978,-0.39449528,-0.054864567,-0.28069878,1.5845866,-1.0282434,1.4567786,0.2072412,1.143966,-1.7223308,-0.4183162,-0.34382623,-1.2942169,0.98396397,0.27301896,0.24971335,1.0942636,-0.2956477,0.32254875,-2.9925184,-0.6874039,0.6340013,1.2127955,-0.7847526,0.9899161,4.140903,1.841608,-3.0029008,-0.8240385,1.1862537,-1.3674765,0.9782863,-1.3732578,-1.9814034,1.0531752,1.0974451,-0.79865474,-3.2599573,1.0655884,1.6493652,-0.630755
Poster21-30,P0794,***,***,0.27843827,1.9077045,0.9918391,-1.877973,0.35247394,-4.7454963,0.34777465,0.19225025,-2.0418043,-0.3623491,0.8351055,1.4648962,-1.6872377,-0.97952,1.3579606,0.21814471,0.16299573,-0.46200755,-1.7588239,-1.1795071,1.4249222,-1.3328642,-1.2944261,-0.21076092,0.30653644,0.8443359,0.68016607,0.19852456,0.8283467,0.0371993,0.33222035,0.48365846,-1.5872407,1.0234892,2.056055,0.22660911,-1.0518247,-0.40738305,-0.33383325,2.0540712,-0.24082007,-0.93087274,-3.1491926,-0.8240533,1.7750328,-0.1764519,3.0263102,1.6255969,0.9290551,-0.41579476
Poster21-31,P0795,***,***,0.30898878,2.060887,-0.667084,-3.636169,-0.2832955,-0.26269415,-1.1908745,0.41893214,-2.761837,-0.8551649,1.4940499,0.15515499,-1.4829615,0.62306315,-0.92303693,-1.2986116,0.029023377,1.8563821,-0.16765985,-3.5365918,0.8534772,-3.5480645,0.9299162,1.2855905,2.500599,0.6972067,-0.054426294,-0.42635822,-1.6032251,0.12348458,-0.7177258,-0.24858564,-0.4323411,3.408256,1.0605667,-1.123042,-0.8921464,1.9560165,1.9832898,-2.5803962,0.92994976,-0.46108544,-0.516445,1.662445,1.7552196,-0.07009652,-0.5594052,2.612281,0.7560664,2.4111052
Poster21-32,P0796,***,***,1.5126299,0.54016995,-0.80120367,-3.1726656,-0.023897273,-2.0402493,-1.7948345,0.4510748,0.52464616,-2.2725143,-0.50181144,3.6807463,0.1393461,0.1026811,2.0600939,-0.815347,0.60946536,2.8845437,-1.5878489,-2.04599,0.27558634,1.0674438,-1.9882699,1.4544327,0.8486939,1.2811071,-1.2789398,-1.5029764,-1.3985572,-1.7590523,-0.3133413,0.75071603,-1.4430958,2.4293656,1.1820302,-0.5202336,0.24479644,-0.9685207,-0.16426201,1.3519348,3.2374563,0.638571,0.041128296,-1.8736167,2.2309935,0.33304697,0.74678963,0.72802174,2.1398838,2.0371199
Poster21-33,P0797,***,***,1.6430287,0.47219566,0.62508035,-4.629906,-0.0421649,0.22171542,-0.7983473,-0.00855102,-1.3220773,-0.86011666,0.31768173,3.4036012,-1.46419,0.2822482,-1.3187973,-0.18334416,0.90504736,0.2246954,-3.0956576,-0.9660066,-0.3331441,-0.5478175,1.1435227,-0.77382034,2.750203,1.2341497,-0.7673247,1.4879085,-3.4755263,-0.35119802,1.5764966,-0.7715832,-1.8727098,1.918681,1.5018637,-1.841782,0.8059565,-0.13753493,0.90232414,0.34579888,-3.2187324,1.1715374,-0.39247176,2.874564,0.58830637,0.062243793,2.0441012,1.9923576,0.12186296,0.32765383
Poster21-34,P0798,***,***,-0.09314638,2.3733068,-0.15873216,-2.6676292,0.38418043,-3.1396995,-0.9111214,-1.3426176,1.367959,-2.1046352,1.1411942,-1.6262528,-1.0762244,1.9310044,-0.89857364,-0.83895445,1.2156745,0.60346913,-1.425558,-0.56762755,-0.94347316,-1.0785769,0.044599403,1.715547,1.4208022,1.3614504,0.07525717,2.1198463,-1.8592116,-0.43936005,-0.8383099,0.730228,1.0520065,0.48725292,3.7584307,0.53757375,-0.51855004,-1.5245746,3.63498,0.30068704,-0.73648185,-0.15242922,-0.334949,-0.26648778,0.6996221,0.9179282,3.1155574,0.4571959,2.3335128,-2.5710557
Poster21-35,P0799,***,***,-0.37257385,1.3083034,-1.2314526,-0.586204,0.9735825,0.15635645,-2.75876,0.4087687,-3.409698,-1.8186686,-1.4006243,-2.1925256,-0.9566981,0.06516188,0.12696819,-2.0505397,1.560326,0.297619,-2.1616824,-0.7331627,-0.084202915,-0.74475515,-1.7132647,1.2702461,1.01532,-1.1449301,0.8549401,0.028371546,-3.264686,-0.3618511,-0.25187892,2.8754606,0.6485643,3.2553277,0.65026087,0.4866629,0.13088028,-0.3216093,1.8239121,-0.54480875,2.1989784,-0.16965336,-0.47565246,-0.44641954,1.0385029,-1.6597679,1.0194263,0.7479758,1.2002167,-0.16405061
Poster21-37,P0801,***,***,-0.23579341,0.30528957,-1.6765724,-3.3904886,0.24236628,0.3840266,-0.35986507,1.9735149,-2.1275446,-0.8182743,-0.008622869,-0.35518032,0.15120336,0.44871047,-0.1671365,-0.75518525,0.64803237,-0.22415477,-4.0081964,-1.1627758,-0.06871609,0.60850173,0.31935605,1.294137,2.1977534,0.34985965,-1.2520953,0.13537286,0.17899156,-0.94985294,-0.63909996,1.2669753,0.88524187,0.896653,-0.19994278,0.60728097,-1.1735249,-0.1235323,0.702364,-1.8993995,1.9041046,0.6508815,-0.16141713,-0.6827998,0.10965005,-1.5056642,1.10544,2.2930877,-0.19391093,2.0914857
Poster21-38,P0802,***,***,-1.647866,2.6207266,-2.899818,-1.6929862,-0.66095304,-1.1569711,-1.9094434,0.43516508,0.8491437,-2.5630069,0.8511892,-0.5162291,-2.5059214,-1.9804912,0.61741894,0.63129264,1.8526727,0.03435301,-2.5352,-1.897996,0.4523462,-0.22501044,0.6081652,-1.7227904,0.63775367,-1.1488051,0.041276958,-3.9141247,-0.65461326,1.8154733,-2.6163929,1.679314,0.013655878,4.540162,2.4211593,0.16881908,-1.2937914,-0.5645195,1.6654129,-0.5486224,0.3339767,3.0129,-2.2507312,1.7979898,2.9431262,2.9630919,3.1717567,1.4764267,1.7437466,3.542576
